time,major,category,num_asleep,year,count
2/17/20 2:30,Misc,N/A,8.5,N/A,10
2/17/20 2:30,Statistics,Wharton,2.0,2020,2
2/17/20 2:30,Communications,CAS,1.0,2021,1
2/17/20 2:30,English,CAS,1.0,2021,2
2/17/20 2:30,Philosophy,CAS,1.0,2021,1
2/17/20 2:30,Finance,Wharton,2.0,2021,2
2/17/20 2:30,Mechanical Engineering,NULL,1.0,N/A,1
2/17/20 2:30,Business Analytics,Wharton,1.5,2020,2
2/17/20 2:30,Political Science,CAS,2.0,2023,2
2/17/20 2:30,BBB,CAS,4.0,2020,4
2/17/20 2:30,Misc,N/A,1.0,2022,1
2/17/20 2:30,Cognitive Science,NULL,1.0,2021,1
2/17/20 2:30,Computer Science,ENG,1.0,2020,1
2/17/20 2:30,Undecided,NULL,1.0,2023,1
2/17/20 2:30,Music,CAS,1.0,2020,1
2/17/20 2:30,CBE,ENG,1.0,2023,2
2/17/20 2:30,PPE,CAS,1.0,2020,1
2/17/20 2:30,Finance,Wharton,1.0,2020,2
2/17/20 2:30,Business Analytics,Wharton,2.0,2021,2
2/17/20 2:30,History,CAS,1.0,2023,1
2/17/20 2:30,Economics,CAS,1.0,2021,1
2/17/20 2:30,Misc,N/A,3.0,2023,4
2/17/20 2:30,Computer Science,ENG,1.0,N/A,1
2/17/20 2:30,Systems Engineering,NULL,2.0,2023,2
